;Date;rate
997;2015-12-17;0.052496
998;2015-12-18;0.052496
999;2015-12-21;0.052496
1000;2015-12-22;0.052496
1001;2015-12-23;0.052496
1002;2015-12-24;0.052496
1003;2015-12-28;0.052496
1004;2015-12-29;0.052496
1005;2015-12-30;0.052496
1006;2015-12-31;0.052496
1007;2016-01-04;0.052496
1008;2016-01-05;0.052496
1009;2016-01-06;0.052496
1010;2016-01-07;0.052496
1011;2016-01-08;0.052496
1012;2016-01-11;0.052496
1013;2016-01-12;0.052496
1014;2016-01-13;0.052496
1015;2016-01-14;0.052496
1016;2016-01-15;0.052496
1017;2016-01-18;0.052496
1018;2016-01-19;0.052496
1019;2016-01-20;0.052496
1020;2016-01-21;0.052461
1021;2016-01-22;0.052461
1022;2016-01-25;0.052461
1023;2016-01-26;0.052461
1024;2016-01-27;0.052461
1025;2016-01-28;0.052461
1026;2016-01-29;0.052461
1027;2016-02-01;0.052461
1028;2016-02-02;0.052461
1029;2016-02-03;0.052461
1030;2016-02-04;0.052461
1031;2016-02-05;0.052461
1032;2016-02-10;0.052461
1033;2016-02-11;0.052461
1034;2016-02-12;0.052461
1035;2016-02-15;0.052461
1036;2016-02-16;0.052461
1037;2016-02-17;0.052461
1038;2016-02-18;0.052461
1039;2016-02-19;0.052461
1040;2016-02-22;0.052461
1041;2016-02-23;0.052461
1042;2016-02-24;0.052461
1043;2016-02-25;0.052461
1044;2016-02-26;0.052461
1045;2016-02-29;0.052461
1046;2016-03-01;0.052461
1047;2016-03-02;0.052461
1048;2016-03-03;0.052461
1049;2016-03-04;0.052461
1050;2016-03-07;0.052461
1051;2016-03-08;0.052461
1052;2016-03-09;0.052461
1053;2016-03-10;0.052461
1054;2016-03-11;0.052461
1055;2016-03-14;0.052461
1056;2016-03-15;0.052461
1057;2016-03-16;0.052461
1058;2016-03-17;0.052461
1059;2016-03-18;0.052461
1060;2016-03-21;0.052461
1061;2016-03-22;0.052461
1062;2016-03-23;0.052461
1063;2016-03-24;0.052461
1064;2016-03-28;0.052461
1065;2016-03-29;0.052461
1066;2016-03-30;0.052461
1067;2016-03-31;0.052461
1068;2016-04-01;0.052461
1069;2016-04-04;0.052461
1070;2016-04-05;0.052461
1071;2016-04-06;0.052461
1072;2016-04-07;0.052461
1073;2016-04-08;0.052461
1074;2016-04-11;0.052461
1075;2016-04-12;0.052461
1076;2016-04-13;0.052461
1077;2016-04-14;0.052461
1078;2016-04-15;0.052461
1079;2016-04-18;0.052461
1080;2016-04-19;0.052461
1081;2016-04-20;0.052461
1082;2016-04-22;0.052461
1083;2016-04-25;0.052461
1084;2016-04-26;0.052461
1085;2016-04-27;0.052461
1086;2016-04-28;0.052461
1087;2016-04-29;0.052461
1088;2016-05-02;0.052461
1089;2016-05-03;0.052461
1090;2016-05-04;0.052461
1091;2016-05-05;0.052461
1092;2016-05-06;0.052461
1093;2016-05-09;0.052461
1094;2016-05-10;0.052461
1095;2016-05-11;0.052461
1096;2016-05-12;0.052461
1097;2016-05-13;0.052461
1098;2016-05-16;0.052461
1099;2016-05-17;0.052461
1100;2016-05-18;0.052461
1101;2016-05-19;0.052461
1102;2016-05-20;0.052461
1103;2016-05-23;0.052461
1104;2016-05-24;0.052461
1105;2016-05-25;0.052461
1106;2016-05-27;0.052461
1107;2016-05-30;0.052461
1108;2016-05-31;0.052461
1109;2016-06-01;0.052461
1110;2016-06-02;0.052461
1111;2016-06-03;0.052461
1112;2016-06-06;0.052461
1113;2016-06-07;0.052461
1114;2016-06-08;0.052461
1115;2016-06-09;0.052461
1116;2016-06-10;0.052461
1117;2016-06-13;0.052461
1118;2016-06-14;0.052461
1119;2016-06-15;0.052461
1120;2016-06-16;0.052461
1121;2016-06-17;0.052461
1122;2016-06-20;0.052461
1123;2016-06-21;0.052461
1124;2016-06-22;0.052461
1125;2016-06-23;0.052461
1126;2016-06-24;0.052461
1127;2016-06-27;0.052461
1128;2016-06-28;0.052461
1129;2016-06-29;0.052461
1130;2016-06-30;0.052461
1131;2016-07-01;0.052461
1132;2016-07-04;0.052461
1133;2016-07-05;0.052461
1134;2016-07-06;0.052461
1135;2016-07-07;0.052461
1136;2016-07-08;0.052461
1137;2016-07-11;0.052461
1138;2016-07-12;0.052461
1139;2016-07-13;0.052461
1140;2016-07-14;0.052461
1141;2016-07-15;0.052461
1142;2016-07-18;0.052461
1143;2016-07-19;0.052461
1144;2016-07-20;0.052461
1145;2016-07-21;0.052461
1146;2016-07-22;0.052461
1147;2016-07-25;0.052461
1148;2016-07-26;0.052461
1149;2016-07-27;0.052461
1150;2016-07-28;0.052461
1151;2016-07-29;0.052461
1152;2016-08-01;0.052461
1153;2016-08-02;0.052461
1154;2016-08-03;0.052461
1155;2016-08-04;0.052461
1156;2016-08-05;0.052461
1157;2016-08-08;0.052461
1158;2016-08-09;0.052461
1159;2016-08-10;0.052461
1160;2016-08-11;0.052461
1161;2016-08-12;0.052461
1162;2016-08-15;0.052461
1163;2016-08-16;0.052461
1164;2016-08-17;0.052461
1165;2016-08-18;0.052461
1166;2016-08-19;0.052461
1167;2016-08-22;0.052461
1168;2016-08-23;0.052461
1169;2016-08-24;0.052461
1170;2016-08-25;0.052461
1171;2016-08-26;0.052461
1172;2016-08-29;0.052461
1173;2016-08-30;0.052461
1174;2016-08-31;0.052461
1175;2016-09-01;0.052461
1176;2016-09-02;0.052461
1177;2016-09-05;0.052461
1178;2016-09-06;0.052461
1179;2016-09-08;0.052461
1180;2016-09-09;0.052461
1181;2016-09-12;0.052461
1182;2016-09-13;0.052461
1183;2016-09-14;0.052461
1184;2016-09-15;0.052461
1185;2016-09-16;0.052461
1186;2016-09-19;0.052461
1187;2016-09-20;0.052461
1188;2016-09-21;0.052461
1189;2016-09-22;0.052461
1190;2016-09-23;0.052461
1191;2016-09-26;0.052461
1192;2016-09-27;0.052461
1193;2016-09-28;0.052461
1194;2016-09-29;0.052461
1195;2016-09-30;0.052461
1196;2016-10-03;0.052461
1197;2016-10-04;0.052461
1198;2016-10-05;0.052461
1199;2016-10-06;0.052461
1200;2016-10-07;0.052461
1201;2016-10-10;0.052461
1202;2016-10-11;0.052461
1203;2016-10-13;0.052461
1204;2016-10-14;0.052461
1205;2016-10-17;0.052461
1206;2016-10-18;0.052461
1207;2016-10-19;0.052461
1208;2016-10-20;0.051591
1209;2016-10-21;0.051591
1210;2016-10-24;0.051591
1211;2016-10-25;0.051591
1212;2016-10-26;0.051591
1213;2016-10-27;0.051591
1214;2016-10-28;0.051591
1215;2016-10-31;0.051591
1216;2016-11-01;0.051591
1217;2016-11-03;0.051591
1218;2016-11-04;0.051591
1219;2016-11-07;0.051591
1220;2016-11-08;0.051591
1221;2016-11-09;0.051591
1222;2016-11-10;0.051591
1223;2016-11-11;0.051591
1224;2016-11-14;0.051591
1225;2016-11-16;0.051591
1226;2016-11-17;0.051591
1227;2016-11-18;0.051591
1228;2016-11-21;0.051591
1229;2016-11-22;0.051591
1230;2016-11-23;0.051591
1231;2016-11-24;0.051591
1232;2016-11-25;0.051591
1233;2016-11-28;0.051591
1234;2016-11-29;0.051591
1235;2016-11-30;0.051591
1236;2016-12-01;0.050718
1237;2016-12-02;0.050718
1238;2016-12-05;0.050718
1239;2016-12-06;0.050718
1240;2016-12-07;0.050718
1241;2016-12-08;0.050718
1242;2016-12-09;0.050718
1243;2016-12-12;0.050718
1244;2016-12-13;0.050718
1245;2016-12-14;0.050718
1246;2016-12-15;0.050718
1247;2016-12-16;0.050718
1248;2016-12-19;0.050718
1249;2016-12-20;0.050718
1250;2016-12-21;0.050718
1251;2016-12-22;0.050718
1252;2016-12-23;0.050718
1253;2016-12-26;0.050718
1254;2016-12-27;0.050718
1255;2016-12-28;0.050718
1256;2016-12-29;0.050718
1257;2016-12-30;0.050718
1258;2017-01-02;0.050718
1259;2017-01-03;0.050718
1260;2017-01-04;0.050718
1261;2017-01-05;0.050718
1262;2017-01-06;0.050718
1263;2017-01-09;0.050718
1264;2017-01-10;0.050718
1265;2017-01-11;0.050718
1266;2017-01-12;0.048089
1267;2017-01-13;0.048089
1268;2017-01-16;0.048089
1269;2017-01-17;0.048089
1270;2017-01-18;0.048089
1271;2017-01-19;0.048089
1272;2017-01-20;0.048089
1273;2017-01-23;0.048089
1274;2017-01-24;0.048089
1275;2017-01-25;0.048089
1276;2017-01-26;0.048089
1277;2017-01-27;0.048089
1278;2017-01-30;0.048089
1279;2017-01-31;0.048089
1280;2017-02-01;0.048089
1281;2017-02-02;0.048089
1282;2017-02-03;0.048089
1283;2017-02-06;0.048089
1284;2017-02-07;0.048089
1285;2017-02-08;0.048089
1286;2017-02-09;0.048089
1287;2017-02-10;0.048089
1288;2017-02-13;0.048089
1289;2017-02-14;0.048089
1290;2017-02-15;0.048089
1291;2017-02-16;0.048089
1292;2017-02-17;0.048089
1293;2017-02-20;0.048089
1294;2017-02-21;0.048089
1295;2017-02-22;0.048089
1296;2017-02-23;0.045442
1297;2017-02-24;0.045442
1298;2017-03-01;0.045442
1299;2017-03-02;0.045442
1300;2017-03-03;0.045442
1301;2017-03-06;0.045442
1302;2017-03-07;0.045442
1303;2017-03-08;0.045442
1304;2017-03-09;0.045442
1305;2017-03-10;0.045442
1306;2017-03-13;0.045442
1307;2017-03-14;0.045442
1308;2017-03-15;0.045442
1309;2017-03-16;0.045442
1310;2017-03-17;0.045442
1311;2017-03-20;0.045442
1312;2017-03-21;0.045442
1313;2017-03-22;0.045442
1314;2017-03-23;0.045442
1315;2017-03-24;0.045442
1316;2017-03-27;0.045442
1317;2017-03-28;0.045442
1318;2017-03-29;0.045442
1319;2017-03-30;0.045442
1320;2017-03-31;0.045442
1321;2017-04-03;0.045442
1322;2017-04-04;0.045442
1323;2017-04-05;0.045442
1324;2017-04-06;0.045442
1325;2017-04-07;0.045442
1326;2017-04-10;0.045442
1327;2017-04-11;0.045442
1328;2017-04-12;0.045442
1329;2017-04-13;0.041886
1330;2017-04-17;0.041886
1331;2017-04-18;0.041886
1332;2017-04-19;0.041886
1333;2017-04-20;0.041886
1334;2017-04-24;0.041886
1335;2017-04-25;0.041886
1336;2017-04-26;0.041886
1337;2017-04-27;0.041886
1338;2017-04-28;0.041886
1339;2017-05-02;0.041886
1340;2017-05-03;0.041886
1341;2017-05-04;0.041886
1342;2017-05-05;0.041886
1343;2017-05-08;0.041886
1344;2017-05-09;0.041886
1345;2017-05-10;0.041886
1346;2017-05-11;0.041886
1347;2017-05-12;0.041886
1348;2017-05-15;0.041886
1349;2017-05-16;0.041886
1350;2017-05-17;0.041886
1351;2017-05-18;0.041886
1352;2017-05-19;0.041886
1353;2017-05-22;0.041886
1354;2017-05-23;0.041886
1355;2017-05-24;0.041886
1356;2017-05-25;0.041886
1357;2017-05-26;0.041886
1358;2017-05-29;0.041886
1359;2017-05-30;0.041886
1360;2017-05-31;0.041886
1361;2017-06-01;0.038334
1362;2017-06-02;0.038334
1363;2017-06-05;0.038334
1364;2017-06-06;0.038334
1365;2017-06-07;0.038334
1366;2017-06-08;0.038334
1367;2017-06-09;0.038334
1368;2017-06-12;0.038334
1369;2017-06-13;0.038334
1370;2017-06-14;0.038334
1371;2017-06-16;0.038334
1372;2017-06-19;0.038334
1373;2017-06-20;0.038334
1374;2017-06-21;0.038334
1375;2017-06-22;0.038334
1376;2017-06-23;0.038334
1377;2017-06-26;0.038334
1378;2017-06-27;0.038334
1379;2017-06-28;0.038334
1380;2017-06-29;0.038334
1381;2017-06-30;0.038334
1382;2017-07-03;0.038334
1383;2017-07-04;0.038334
1384;2017-07-05;0.038334
1385;2017-07-06;0.038334
1386;2017-07-07;0.038334
1387;2017-07-10;0.038334
1388;2017-07-11;0.038334
1389;2017-07-12;0.038334
1390;2017-07-13;0.038334
1391;2017-07-14;0.038334
1392;2017-07-17;0.038334
1393;2017-07-18;0.038334
1394;2017-07-19;0.038334
1395;2017-07-20;0.038334
1396;2017-07-21;0.038334
1397;2017-07-24;0.038334
1398;2017-07-25;0.038334
1399;2017-07-26;0.038334
1400;2017-07-27;0.034713
1401;2017-07-28;0.034713
1402;2017-07-31;0.034713
1403;2017-08-01;0.034713
1404;2017-08-02;0.034713
1405;2017-08-03;0.034713
1406;2017-08-04;0.034713
1407;2017-08-07;0.034713
1408;2017-08-08;0.034713
1409;2017-08-09;0.034713
1410;2017-08-10;0.034713
1411;2017-08-11;0.034713
1412;2017-08-14;0.034713
1413;2017-08-15;0.034713
1414;2017-08-16;0.034713
1415;2017-08-17;0.034713
1416;2017-08-18;0.034713
1417;2017-08-21;0.034713
1418;2017-08-22;0.034713
1419;2017-08-23;0.034713
1420;2017-08-24;0.034713
1421;2017-08-25;0.034713
1422;2017-08-28;0.034713
1423;2017-08-29;0.034713
1424;2017-08-30;0.034713
1425;2017-08-31;0.034713
1426;2017-09-01;0.034713
1427;2017-09-04;0.034713
1428;2017-09-05;0.034713
1429;2017-09-06;0.034713
1430;2017-09-08;0.031059
1431;2017-09-11;0.031059
1432;2017-09-12;0.031059
1433;2017-09-13;0.031059
1434;2017-09-14;0.031059
1435;2017-09-15;0.031059
1436;2017-09-18;0.031059
1437;2017-09-19;0.031059
1438;2017-09-20;0.031059
1439;2017-09-21;0.031059
1440;2017-09-22;0.031059
1441;2017-09-25;0.031059
1442;2017-09-26;0.031059
1443;2017-09-27;0.031059
1444;2017-09-28;0.031059
1445;2017-09-29;0.031059
1446;2017-10-02;0.031059
1447;2017-10-03;0.031059
1448;2017-10-04;0.031059
1449;2017-10-05;0.031059
1450;2017-10-06;0.031059
1451;2017-10-09;0.031059
1452;2017-10-10;0.031059
1453;2017-10-11;0.031059
1454;2017-10-13;0.031059
1455;2017-10-16;0.031059
1456;2017-10-17;0.031059
1457;2017-10-18;0.031059
1458;2017-10-19;0.031059
1459;2017-10-20;0.031059
1460;2017-10-23;0.031059
1461;2017-10-24;0.031059
1462;2017-10-25;0.031059
1463;2017-10-26;0.028296
1464;2017-10-27;0.028296
1465;2017-10-30;0.028296
1466;2017-10-31;0.028296
1467;2017-11-01;0.028296
1468;2017-11-03;0.028296
1469;2017-11-06;0.028296
1470;2017-11-07;0.028296
1471;2017-11-08;0.028296
1472;2017-11-09;0.028296
1473;2017-11-10;0.028296
1474;2017-11-13;0.028296
1475;2017-11-14;0.028296
1476;2017-11-16;0.028296
1477;2017-11-17;0.028296
1478;2017-11-20;0.028296
1479;2017-11-21;0.028296
1480;2017-11-22;0.028296
1481;2017-11-23;0.028296
1482;2017-11-24;0.028296
1483;2017-11-27;0.028296
1484;2017-11-28;0.028296
1485;2017-11-29;0.028296
1486;2017-11-30;0.028296
1487;2017-12-01;0.028296
1488;2017-12-04;0.028296
1489;2017-12-05;0.028296
1490;2017-12-06;0.028296
1491;2017-12-07;0.026444
1492;2017-12-08;0.026444
1493;2017-12-11;0.026444
1494;2017-12-12;0.026444
1495;2017-12-13;0.026444
1496;2017-12-14;0.026444
1497;2017-12-15;0.026444
1498;2017-12-18;0.026444
1499;2017-12-19;0.026444
1500;2017-12-20;0.026444
1501;2017-12-21;0.026444
1502;2017-12-22;0.026444
1503;2017-12-26;0.026444
1504;2017-12-27;0.026444
1505;2017-12-28;0.026444
1506;2017-12-29;0.026444
1507;2018-01-02;0.026444
1508;2018-01-03;0.026444
1509;2018-01-04;0.026444
1510;2018-01-05;0.026444
1511;2018-01-08;0.026444
1512;2018-01-09;0.026444
1513;2018-01-10;0.026444
1514;2018-01-11;0.026444
1515;2018-01-12;0.026444
1516;2018-01-15;0.026444
1517;2018-01-16;0.026444
1518;2018-01-17;0.026444
1519;2018-01-18;0.026444
1520;2018-01-19;0.026444
1521;2018-01-22;0.026444
1522;2018-01-23;0.026444
1523;2018-01-24;0.026444
1524;2018-01-25;0.026444
1525;2018-01-26;0.026444
1526;2018-01-29;0.026444
1527;2018-01-30;0.026444
1528;2018-01-31;0.026444
1529;2018-02-01;0.026444
1530;2018-02-02;0.026444
1531;2018-02-05;0.026444
1532;2018-02-06;0.026444
1533;2018-02-07;0.026444
1534;2018-02-08;0.025515
1535;2018-02-09;0.025515
1536;2018-02-14;0.025515
1537;2018-02-15;0.025515
1538;2018-02-16;0.025515
1539;2018-02-19;0.025515
1540;2018-02-20;0.025515
1541;2018-02-21;0.025515
1542;2018-02-22;0.025515
1543;2018-02-23;0.025515
1544;2018-02-26;0.025515
1545;2018-02-27;0.025515
1546;2018-02-28;0.025515
1547;2018-03-01;0.025515
1548;2018-03-02;0.025515
1549;2018-03-05;0.025515
1550;2018-03-06;0.025515
1551;2018-03-07;0.025515
1552;2018-03-08;0.025515
1553;2018-03-09;0.025515
1554;2018-03-12;0.025515
1555;2018-03-13;0.025515
1556;2018-03-14;0.025515
1557;2018-03-15;0.025515
1558;2018-03-16;0.025515
1559;2018-03-19;0.025515
1560;2018-03-20;0.025515
1561;2018-03-21;0.025515
1562;2018-03-22;0.024583
1563;2018-03-23;0.024583
1564;2018-03-26;0.024583
1565;2018-03-27;0.024583
1566;2018-03-28;0.024583
1567;2018-03-29;0.024583
1568;2018-04-02;0.024583
1569;2018-04-03;0.024583
1570;2018-04-04;0.024583
1571;2018-04-05;0.024583
1572;2018-04-06;0.024583
1573;2018-04-09;0.024583
1574;2018-04-10;0.024583
1575;2018-04-11;0.024583
1576;2018-04-12;0.024583
1577;2018-04-13;0.024583
1578;2018-04-16;0.024583
1579;2018-04-17;0.024583
1580;2018-04-18;0.024583
1581;2018-04-19;0.024583
1582;2018-04-20;0.024583
1583;2018-04-23;0.024583
1584;2018-04-24;0.024583
1585;2018-04-25;0.024583
1586;2018-04-26;0.024583
1587;2018-04-27;0.024583
1588;2018-04-30;0.024583
1589;2018-05-02;0.024583
1590;2018-05-03;0.024583
1591;2018-05-04;0.024583
1592;2018-05-07;0.024583
1593;2018-05-08;0.024583
1594;2018-05-09;0.024583
1595;2018-05-10;0.024583
1596;2018-05-11;0.024583
1597;2018-05-14;0.024583
1598;2018-05-15;0.024583
1599;2018-05-16;0.024583
1600;2018-05-17;0.024583
1601;2018-05-18;0.024583
1602;2018-05-21;0.024583
1603;2018-05-22;0.024583
1604;2018-05-23;0.024583
1605;2018-05-24;0.024583
1606;2018-05-25;0.024583
1607;2018-05-28;0.024583
1608;2018-05-29;0.024583
1609;2018-05-30;0.024583
1610;2018-06-01;0.024583
1611;2018-06-04;0.024583
1612;2018-06-05;0.024583
1613;2018-06-06;0.024583
1614;2018-06-07;0.024583
1615;2018-06-08;0.024583
1616;2018-06-11;0.024583
1617;2018-06-12;0.024583
1618;2018-06-13;0.024583
1619;2018-06-14;0.024583
1620;2018-06-15;0.024583
1621;2018-06-18;0.024583
1622;2018-06-19;0.024583
1623;2018-06-20;0.024583
1624;2018-06-21;0.024583
1625;2018-06-22;0.024583
1626;2018-06-25;0.024583
1627;2018-06-26;0.024583
1628;2018-06-27;0.024583
1629;2018-06-28;0.024583
1630;2018-06-29;0.024583
1631;2018-07-02;0.024583
1632;2018-07-03;0.024583
1633;2018-07-04;0.024583
1634;2018-07-05;0.024583
1635;2018-07-06;0.024583
1636;2018-07-09;0.024583
1637;2018-07-10;0.024583
1638;2018-07-11;0.024583
1639;2018-07-12;0.024583
1640;2018-07-13;0.024583
1641;2018-07-16;0.024583
1642;2018-07-17;0.024583
1643;2018-07-18;0.024583
1644;2018-07-19;0.024583
1645;2018-07-20;0.024583
1646;2018-07-23;0.024583
1647;2018-07-24;0.024583
1648;2018-07-25;0.024583
1649;2018-07-26;0.024583
1650;2018-07-27;0.024583
1651;2018-07-30;0.024583
1652;2018-07-31;0.024583
1653;2018-08-01;0.024583
1654;2018-08-02;0.024583
1655;2018-08-03;0.024583
1656;2018-08-06;0.024583
1657;2018-08-07;0.024583
1658;2018-08-08;0.024583
1659;2018-08-09;0.024583
1660;2018-08-10;0.024583
1661;2018-08-13;0.024583
1662;2018-08-14;0.024583
1663;2018-08-15;0.024583
1664;2018-08-16;0.024583
1665;2018-08-17;0.024583
1666;2018-08-20;0.024583
1667;2018-08-21;0.024583
1668;2018-08-22;0.024583
1669;2018-08-23;0.024583
1670;2018-08-24;0.024583
1671;2018-08-27;0.024583
1672;2018-08-28;0.024583
1673;2018-08-29;0.024583
1674;2018-08-30;0.024583
1675;2018-08-31;0.024583
1676;2018-09-03;0.024583
1677;2018-09-04;0.024583
1678;2018-09-05;0.024583
1679;2018-09-06;0.024583
1680;2018-09-10;0.024583
1681;2018-09-11;0.024583
1682;2018-09-12;0.024583
1683;2018-09-13;0.024583
1684;2018-09-14;0.024583
1685;2018-09-17;0.024583
1686;2018-09-18;0.024583
1687;2018-09-19;0.024583
1688;2018-09-20;0.024583
1689;2018-09-21;0.024583
1690;2018-09-24;0.024583
1691;2018-09-25;0.024583
1692;2018-09-26;0.024583
1693;2018-09-27;0.024583
1694;2018-09-28;0.024583
1695;2018-10-01;0.02462
1696;2018-10-02;0.02462
1697;2018-10-03;0.02462
1698;2018-10-04;0.02462
1699;2018-10-05;0.02462
1700;2018-10-08;0.02462
1701;2018-10-09;0.02462
1702;2018-10-10;0.02462
1703;2018-10-11;0.02462
1704;2018-10-15;0.02462
1705;2018-10-16;0.02462
1706;2018-10-17;0.02462
1707;2018-10-18;0.02462
1708;2018-10-19;0.02462
1709;2018-10-22;0.02462
1710;2018-10-23;0.02462
1711;2018-10-24;0.02462
1712;2018-10-25;0.02462
1713;2018-10-26;0.02462
1714;2018-10-29;0.02462
1715;2018-10-30;0.02462
1716;2018-10-31;0.02462
1717;2018-11-01;0.02462
1718;2018-11-05;0.02462
1719;2018-11-06;0.02462
1720;2018-11-07;0.02462
1721;2018-11-08;0.02462
1722;2018-11-09;0.02462
1723;2018-11-12;0.02462
1724;2018-11-13;0.02462
1725;2018-11-14;0.02462
1726;2018-11-16;0.02462
1727;2018-11-19;0.02462
1728;2018-11-20;0.02462
1729;2018-11-21;0.02462
1730;2018-11-22;0.02462
1731;2018-11-23;0.02462
1732;2018-11-26;0.02462
1733;2018-11-27;0.02462
1734;2018-11-28;0.02462
1735;2018-11-29;0.02462
1736;2018-11-30;0.02462
1737;2018-12-03;0.02462
1738;2018-12-04;0.02462
1739;2018-12-05;0.02462
1740;2018-12-06;0.02462
1741;2018-12-07;0.02462
1742;2018-12-10;0.02462
1743;2018-12-11;0.02462
1744;2018-12-12;0.02462
1745;2018-12-13;0.02462
1746;2018-12-14;0.02462
1747;2018-12-17;0.02462
1748;2018-12-18;0.02462
1749;2018-12-19;0.02462
1750;2018-12-20;0.02462
1751;2018-12-21;0.02462
1752;2018-12-24;0.02462
1753;2018-12-26;0.02462
1754;2018-12-27;0.02462
1755;2018-12-28;0.02462
1756;2018-12-31;0.02462
1757;2019-01-02;0.02462
1758;2019-01-03;0.02462
1759;2019-01-04;0.02462
1760;2019-01-07;0.02462
1761;2019-01-08;0.02462
1762;2019-01-09;0.02462
1763;2019-01-10;0.02462
1764;2019-01-11;0.02462
1765;2019-01-14;0.02462
1766;2019-01-15;0.02462
1767;2019-01-16;0.02462
1768;2019-01-17;0.02462
1769;2019-01-18;0.02462
1770;2019-01-21;0.02462
1771;2019-01-22;0.02462
1772;2019-01-23;0.02462
1773;2019-01-24;0.02462
1774;2019-01-25;0.02462
1775;2019-01-28;0.02462
1776;2019-01-29;0.02462
1777;2019-01-30;0.02462
1778;2019-01-31;0.02462
1779;2019-02-01;0.02462
1780;2019-02-04;0.02462
1781;2019-02-05;0.02462
1782;2019-02-06;0.02462
1783;2019-02-07;0.02462
1784;2019-02-08;0.02462
1785;2019-02-11;0.02462
1786;2019-02-12;0.02462
1787;2019-02-13;0.02462
1788;2019-02-14;0.02462
1789;2019-02-15;0.02462
1790;2019-02-18;0.02462
1791;2019-02-19;0.02462
1792;2019-02-20;0.02462
1793;2019-02-21;0.02462
1794;2019-02-22;0.02462
1795;2019-02-25;0.02462
1796;2019-02-26;0.02462
1797;2019-02-27;0.02462
1798;2019-02-28;0.02462
1799;2019-03-01;0.02462
1800;2019-03-06;0.02462
1801;2019-03-07;0.02462
1802;2019-03-08;0.02462
1803;2019-03-11;0.02462
1804;2019-03-12;0.02462
1805;2019-03-13;0.02462
1806;2019-03-14;0.02462
1807;2019-03-15;0.02462
1808;2019-03-18;0.02462
1809;2019-03-19;0.02462
1810;2019-03-20;0.02462
1811;2019-03-21;0.02462
1812;2019-03-22;0.02462
1813;2019-03-25;0.02462
1814;2019-03-26;0.02462
1815;2019-03-27;0.02462
1816;2019-03-28;0.02462
1817;2019-03-29;0.02462
1818;2019-04-01;0.02462
1819;2019-04-02;0.02462
1820;2019-04-03;0.02462
1821;2019-04-04;0.02462
1822;2019-04-05;0.02462
1823;2019-04-08;0.02462
1824;2019-04-09;0.02462
1825;2019-04-10;0.02462
1826;2019-04-11;0.02462
1827;2019-04-12;0.02462
1828;2019-04-15;0.02462
1829;2019-04-16;0.02462
1830;2019-04-17;0.02462
1831;2019-04-18;0.02462
1832;2019-04-22;0.02462
1833;2019-04-23;0.02462
1834;2019-04-24;0.02462
1835;2019-04-25;0.02462
1836;2019-04-26;0.02462
1837;2019-04-29;0.02462
1838;2019-04-30;0.02462
1839;2019-05-02;0.02462
1840;2019-05-03;0.02462
1841;2019-05-06;0.02462
1842;2019-05-07;0.02462
1843;2019-05-08;0.02462
1844;2019-05-09;0.02462
1845;2019-05-10;0.02462
1846;2019-05-13;0.02462
1847;2019-05-14;0.02462
1848;2019-05-15;0.02462
1849;2019-05-16;0.02462
1850;2019-05-17;0.02462
1851;2019-05-20;0.02462
1852;2019-05-21;0.02462
1853;2019-05-22;0.02462
1854;2019-05-23;0.02462
1855;2019-05-24;0.02462
1856;2019-05-27;0.02462
1857;2019-05-28;0.02462
1858;2019-05-29;0.02462
1859;2019-05-30;0.02462
1860;2019-05-31;0.02462
1861;2019-06-03;0.02462
1862;2019-06-04;0.02462
1863;2019-06-05;0.02462
1864;2019-06-06;0.02462
1865;2019-06-07;0.02462
1866;2019-06-10;0.02462
1867;2019-06-11;0.02462
1868;2019-06-12;0.02462
1869;2019-06-13;0.02462
1870;2019-06-14;0.02462
1871;2019-06-17;0.02462
1872;2019-06-18;0.02462
1873;2019-06-19;0.02462
1874;2019-06-21;0.02462
1875;2019-06-24;0.02462
1876;2019-06-25;0.02462
1877;2019-06-26;0.02462
1878;2019-06-27;0.02462
1879;2019-06-28;0.02462
1880;2019-07-01;0.02462
1881;2019-07-02;0.02462
1882;2019-07-03;0.02462
1883;2019-07-04;0.02462
1884;2019-07-05;0.02462
1885;2019-07-08;0.02462
1886;2019-07-09;0.02462
1887;2019-07-10;0.02462
1888;2019-07-11;0.02462
1889;2019-07-12;0.02462
1890;2019-07-15;0.02462
1891;2019-07-16;0.02462
1892;2019-07-17;0.02462
1893;2019-07-18;0.02462
1894;2019-07-19;0.02462
1895;2019-07-22;0.02462
1896;2019-07-23;0.02462
1897;2019-07-24;0.02462
1898;2019-07-25;0.02462
1899;2019-07-26;0.02462
1900;2019-07-29;0.02462
1901;2019-07-30;0.02462
1902;2019-07-31;0.02462
1903;2019-08-01;0.022751
1904;2019-08-02;0.022751
1905;2019-08-05;0.022751
1906;2019-08-06;0.022751
1907;2019-08-07;0.022751
1908;2019-08-08;0.022751
1909;2019-08-09;0.022751
1910;2019-08-12;0.022751
1911;2019-08-13;0.022751
1912;2019-08-14;0.022751
1913;2019-08-15;0.022751
1914;2019-08-16;0.022751
1915;2019-08-19;0.022751
1916;2019-08-20;0.022751
1917;2019-08-21;0.022751
1918;2019-08-22;0.022751
1919;2019-08-23;0.022751
1920;2019-08-26;0.022751
1921;2019-08-27;0.022751
1922;2019-08-28;0.022751
1923;2019-08-29;0.022751
1924;2019-08-30;0.022751
1925;2019-09-02;0.022751
1926;2019-09-03;0.022751
1927;2019-09-04;0.022751
1928;2019-09-05;0.022751
1929;2019-09-06;0.022751
