rebalance_on,codneg,nomres,codcvm,doc_env,per_fim,shares_outstanding,net_debt,ebit,roic,market_cap,enterprise_value,earnings_yield,rank_final
2015-04-10,HBOR3,HELBOR,20877,2015-03-24 18:57:34,2014-12-31,257.7,1189.273,312.23,0.0760161216070258,1005.03,2194.303,0.1422911967946086,18
2015-04-10,JBSS3,JBS,20575,2015-03-11 21:25:25,2014-12-31,2943.644008,25168.713,7829.443,0.1102233954036573,48422.9439316,73591.6569316,0.10639036171283793,19
2015-04-10,ALSC3,ALIANSCE,21300,2015-03-26 19:21:58,2014-12-31,159.06092,1026.583,418.473,0.0939999258053438,2853.5529048000003,3880.1359048000004,0.10785008831322623,20
2015-04-10,BRML3,BR MALLS PAR,19909,2015-03-11 19:26:38,2014-12-31,460.601,4447.523999999999,1706.567,0.0819422897325276,8461.240370000001,12908.76437,0.1322021962044691,21
2015-04-10,MRVE3,MRV,20915,2015-03-05 20:29:56,2014-12-31,449.139,1284.5329999999997,703.676,0.0779169496393608,3844.6298400000005,5129.16284,0.13719119902225604,22
2015-04-10,RLOG3,COSAN LOG,23485,2015-03-18 18:53:31,2014-12-31,405.856814,698.222,225.092,0.0912918695569883,1245.98041898,1944.20241898,0.11577601066770174,23
2015-04-10,LEVE3,METAL LEVE,8575,2015-03-16 18:24:13,2014-12-31,128.3085,303.0230000000001,278.735,0.1120610970669752,2566.17,2869.193,0.09714752545402139,24
2015-04-10,RENT3,LOCALIZA,19739,2015-03-24 09:03:18,2014-12-31,211.793,1322.2769999999998,726.637,0.1793489770221244,8249.337350000002,9571.614350000002,0.07591582500396078,25
2015-04-10,CCRO3,CCR SA,18821,2015-04-02 19:03:18,2014-12-31,1765.5872,8862.114000000001,2863.15,0.1802875244455121,29432.338624000004,38294.452624000005,0.07476670389082932,26
2015-04-10,ARZZ3,AREZZO CO,22349,2015-03-03 08:00:23,2014-12-31,88.682,-100.975,148.07,0.2287228888592432,2287.10878,2186.13378,0.06773144505365082,27
2015-04-10,FESA4,FERBASA,3069,2015-02-27 17:58:50,2014-12-31,88.32,-234.656,74.286,0.0492952501221604,581.1456,346.48959999999994,0.2143960453647094,28
2015-04-10,TIMP3,TIM PART S/A,17639,2015-02-13 08:39:39,2014-12-31,2421.032479,1521.4269999999997,2485.689,0.1167351024865134,25323.99973034,26845.42673034,0.09259264249991374,29
2015-04-10,MYPK3,IOCHP-MAXION,11932,2015-02-25 17:19:08,2014-12-31,94.863,2175.327,417.703,0.077517403766828,1083.33546,3258.6624600000005,0.12818234632377357,30
2016-04-11,BRKM5,BRASKEM,4820,2016-02-18 10:22:20,2015-12-31,797.265248,19897.905,7052.191,0.210153640820261,18648.034150720003,38545.939150720005,0.18295548520493815,1
2016-04-11,CVCB3,CVC BRASIL,23310,2016-02-19 10:27:38,2015-12-31,134.330243,154.356,384.451,0.6214079891851383,2510.63224167,2664.98824167,0.14425992354813766,2
2016-04-11,ALSC3,ALIANSCE,21300,2016-03-28 22:24:33,2015-12-31,162.735921,-136.04500000000002,443.178,0.190653951948272,2305.9680005699997,2169.9230005699997,0.20423674014404433,3
2016-04-11,SEER3,SER EDUCA,23221,2016-03-19 13:17:37,2015-12-31,125.213244,99.58999999999996,218.098,0.2407411656684891,1378.59781644,1478.18781644,0.14754417373379336,4
2016-04-11,FESA4,FERBASA,3069,2016-03-04 18:18:23,2015-12-31,88.32,-64.99099999999999,215.687,0.1364550154999971,778.0992,713.1082,0.30246041203845364,5
2016-04-11,MGLU3,MAGAZ LUIZA,22470,2016-02-29 22:11:20,2015-12-31,22.248933,708.222,338.926,0.1395501155685316,644.32909968,1352.5510996799999,0.25058276916871125,6
2016-04-11,RLOG3,COSAN LOG,23485,2016-02-25 20:42:15,2015-12-31,405.856814,8338.327,1044.654,0.3402325025956439,288.15833793999997,8626.48533794,0.12109844960908064,7
2016-04-11,RUMO3,RUMO LOG,23450,2016-02-25 20:38:25,2015-12-31,299.015898,8003.919999999999,1051.477,0.3417177801128793,989.74262238,8993.66262238,0.11691310249769486,8
2016-04-11,TIMP3,TIM PART S/A,17639,2016-02-04 20:35:27,2015-12-31,2421.032479,1226.6189999999997,3244.217,0.1271225207218397,17891.43001981,19118.049019809998,0.16969393668979316,9
2016-04-11,ETER3,ETERNIT,5762,2016-03-28 20:20:49,2015-12-31,179.0,144.94899999999998,92.143,0.1023221983302542,289.98,434.929,0.21185756755700358,10
2016-04-11,NATU3,NATURA,19550,2016-02-17 21:07:01,2015-12-31,431.239,2752.200999999999,1256.769,0.2415524084401917,12281.68672,15033.887719999999,0.08359574205999193,11
2016-04-11,FIBR3,FIBRIA,12793,2016-01-27 20:04:45,2015-12-31,553.591112,10254.317,3524.324,0.1067078526812456,15461.79975816,25716.11675816,0.13704728568249694,12
2016-04-11,JBSS3,JBS,20575,2016-03-16 21:30:36,2015-12-31,2856.857505,47038.738,9179.297,0.1192322064658216,26683.0490967,73721.78709669999,0.12451267612326904,13
2016-04-11,EZTC3,EZTEC,20770,2016-03-29 20:20:48,2015-12-31,157.058466,-165.60799999999995,391.311,0.0960345592432217,2627.58813618,2461.98013618,0.1589415748118735,14
2016-04-11,HGTX3,CIA HERING,14761,2016-02-25 18:40:18,2015-12-31,163.771,-106.785,215.699,0.1551684809087669,2335.37446,2228.58946,0.09678722971255549,15
2016-04-11,PCAR4,P.ACUCAR-CBD,14826,2016-02-24 23:57:53,2015-12-31,265.702,-3037.0,1576.0,0.0796386187887604,12599.58884,9562.58884,0.16480892636601113,16
2016-04-11,LAME4,LOJAS AMERIC,8087,2016-03-16 19:12:35,2015-12-31,1200.491863,4912.747,1934.742,0.1966492511363009,18559.60420198,23472.35120198,0.08242642517366541,17
2016-04-11,RENT3,LOCALIZA,19739,2016-03-03 21:55:38,2015-12-31,211.793,1634.1729999999998,735.508,0.1630191340464594,6830.324250000001,8464.49725,0.0868932883166806,18
2016-04-11,SUZB5,SUZANO PAPEL,13986,2016-02-19 08:15:42,2015-12-31,1107.739,12262.792,3069.984,0.0993736631053416,12096.50988,24359.30188,0.126029227566681,19
2016-04-11,GRND3,GRENDENE,19615,2016-02-25 18:50:19,2015-12-31,300.72,-405.332,400.732,0.1438584929521157,5115.247200000001,4709.9152,0.08508263588270124,20
2016-04-11,JHSF3,JHSF PART,20605,2016-03-30 19:57:23,2015-12-31,525.0,1725.847,458.296,0.0689624152719164,771.75,2497.5969999999998,0.18349477517790103,21
2016-04-11,ARZZ3,AREZZO CO,22349,2016-03-02 08:00:19,2015-12-31,88.735,-102.609,141.288,0.196184617456103,2065.7508000000003,1963.1418000000003,0.0719703487542265,22
2016-04-11,ALPA4,ALPARGATAS,10456,2016-03-04 18:18:42,2015-12-31,470.45,184.499,368.805,0.1143159793076079,3787.1225000000004,3971.6215,0.09286005728390784,23
2016-04-11,MRFG3,MARFRIG,20788,2016-02-29 07:20:04,2015-12-31,520.747405,7179.583,1278.111,0.0794768239580313,3317.1609698499997,10496.743969849998,0.12176261549973431,24
2016-04-11,LREN3,LOJAS RENNER,8133,2016-02-04 20:35:50,2015-12-31,640.041,1165.485,933.253,0.207218199361067,13248.8487,14414.333700000001,0.0647447894174949,25
2016-04-11,CCRO3,CCR SA,18821,2016-02-25 20:03:34,2015-12-31,1765.5872,11838.687,2729.437,0.1437425324123763,24312.135744,36150.822744,0.07550137985318767,26
2016-04-11,BRFS3,BRF SA,16292,2016-02-25 23:45:52,2015-12-31,872.473246,9081.682,4228.41,0.1349175744805764,42716.290124160005,51797.972124160005,0.08163273245262342,27
2016-04-11,ODPV3,ODONTOPREV,20125,2016-03-09 18:56:33,2015-12-31,531.294792,-334.35200000000003,308.66,0.5381613567918845,6577.429524960001,6243.077524960001,0.049440359945230314,28
2016-04-11,UGPA3,ULTRAPAR,18465,2016-02-17 21:13:47,2015-12-31,556.405096,5395.411,2950.646,0.1645810933753076,39465.81345928,44861.22445928,0.06577274774740638,29
2016-04-11,MYPK3,IOCHP-MAXION,11932,2016-02-25 18:44:19,2015-12-31,94.863,2675.6,449.602,0.0785054671770952,1377.41076,4053.01076,0.11093037413993936,30
2017-04-10,SHOW3,TIME FOR FUN,22454,2017-03-08 19:58:11,2016-12-31,67.501,-99.651,53.285,0.440184494455153,434.03143,334.38043,0.15935442154913193,1
2017-04-10,MGLU3,MAGAZ LUIZA,22470,2017-02-20 06:31:12,2016-12-31,21.623933,430.65099999999984,580.945,0.279782681982496,3986.1558092200003,4416.80680922,0.13153054346576545,2
2017-04-10,CVCB3,CVC BRASIL,23310,2017-02-15 23:41:50,2016-12-31,134.330243,237.503,439.365,0.355498140867448,3833.7851352199996,4071.2881352199997,0.10791793295078539,3
2017-04-10,BEEF3,MINERVA,20931,2017-02-23 21:38:52,2016-12-31,239.844659,3429.832999999999,886.986,0.1510623612362629,2355.27455138,5785.107551379999,0.1533223007735466,4
2017-04-10,SEER3,SER EDUCA,23221,2017-03-17 00:02:07,2016-12-31,125.213244,-50.795000000000016,296.995,0.2287715199055114,2901.19086348,2850.39586348,0.10419429939720858,5
2017-04-10,CSAN3,COSAN,19836,2017-02-16 21:23:33,2016-12-31,407.294353,5147.1990000000005,2793.431,0.0970583319869566,15737.85379992,20885.05279992,0.13375264246450458,6
2017-04-10,POSI3,POSITIVO INF,20362,2017-03-16 19:33:36,2016-12-31,87.8,199.85,121.275,0.0919923134300054,294.13,493.98,0.24550589092675817,7
2017-04-10,CCRO3,CCR SA,18821,2017-03-06 18:12:58,2016-12-31,1765.5872,13365.287000000002,4302.444,0.180373068689136,31568.699135999996,44933.986136,0.09575032998358872,8
2017-04-10,FRAS3,FRAS-LE,6211,2017-03-23 06:59:36,2016-12-31,217.566,-274.25699999999995,83.637,0.0922300453795103,979.047,704.7900000000001,0.1186693908823905,9
2017-04-10,MAGG3,MAGNESITA SA,20842,2017-03-15 08:45:37,2016-12-31,52.631881,1492.4070000000004,464.505,0.0779601102420432,1357.37621099,2849.78321099,0.16299660907842647,10
2017-04-10,NATU3,NATURA,19550,2017-02-22 19:36:08,2016-12-31,431.239,2091.242,1082.868,0.1866054442230326,13023.4178,15114.6598,0.0716435576009458,11
2017-04-10,ALPA4,ALPARGATAS,10456,2017-03-22 17:50:33,2016-12-31,470.45,90.55599999999998,472.343,0.1473466100433182,5574.8324999999995,5665.388499999999,0.08337345267672289,12
2017-04-10,MRFG3,MARFRIG,20788,2017-02-23 22:08:22,2016-12-31,521.300754,5910.256000000001,1013.17,0.0833446691880997,2929.71023748,8839.966237480001,0.11461242868828232,13
2017-04-10,ALSC3,ALIANSCE,21300,2017-03-27 20:40:38,2016-12-31,202.735921,-503.207,251.392,0.09340745036002,3055.23032947,2552.02332947,0.09850693647546264,14
2017-04-10,UGPA3,ULTRAPAR,18465,2017-02-22 21:26:46,2016-12-31,556.405096,5730.384999999998,3113.186,0.1536853743659093,39782.964364,45513.349363999994,0.06840160180482033,15
2017-04-10,ARZZ3,AREZZO CO,22349,2017-03-08 11:18:35,2016-12-31,88.836,-136.79500000000002,151.326,0.1938209495125132,2873.8446,2737.0496,0.055288000626660186,16
2017-04-10,GRND3,GRENDENE,19615,2017-02-16 18:02:07,2016-12-31,300.72,-1183.361,399.594,0.1192587052348075,6859.4232,5676.0622,0.07039986277810698,17
2017-04-10,ODPV3,ODONTOPREV,20125,2017-02-21 18:12:04,2016-12-31,531.294792,-428.377,281.739,0.5821071941747875,5876.12039952,5447.74339952,0.051716642899301016,18
2017-04-10,RENT3,LOCALIZA,19739,2017-02-05 12:48:32,2016-12-31,211.793,2093.628,771.192,0.1423440453051807,9225.703080000001,11319.331080000002,0.06813052772726212,19
2017-04-10,VALE5,VALE,4170,2017-02-23 06:06:01,2016-12-31,5244.316,81672.867,25072.734,0.0695105524639512,143432.04260000002,225104.9096,0.11138243961250323,20
2017-04-10,SGPS3,SPRINGS,20966,2017-03-27 18:37:37,2016-12-31,50.0,920.706,168.939,0.0591480120121139,446.5,1367.2060000000001,0.1235651394157135,21
2017-04-10,MYPK3,IOCHP-MAXION,11932,2017-03-27 17:55:42,2016-12-31,94.863,2628.486,479.322,0.0616420444692123,1465.6333499999998,4094.11935,0.11707572716462211,22
2017-04-10,SMTO3,SAO MARTINHO,20516,2016-06-06 20:11:17,2016-03-31,113.329207,2534.041,467.419,0.0637909890133522,1968.5283255900001,4502.5693255900005,0.1038116164793867,23
2017-04-10,LREN3,LOJAS RENNER,8133,2017-02-09 19:58:09,2016-12-31,643.551,981.039,975.69,0.1852372913095543,18489.220230000003,19470.259230000003,0.05011181353439021,24
2017-04-10,POMO4,MARCOPOLO,8451,2017-02-23 08:28:24,2016-12-31,925.196009,859.6179999999999,303.943,0.0664220118478775,2303.73806241,3163.35606241,0.09608244977912517,25
2017-04-10,TPIS3,TRIUNFO PART,19330,2017-03-28 21:12:08,2016-12-31,176.0,2718.697,374.968,0.0591091879280855,793.76,3512.4570000000003,0.10675376239481366,26
2017-04-10,MDIA3,M.DIASBRANCO,20338,2017-03-06 18:17:01,2016-12-31,113.0,-216.89200000000005,800.604,0.1283409700940967,15429.019999999999,15212.127999999999,0.05262932312954507,27
2017-04-10,PTBL3,PORTOBELLO,13773,2017-03-21 09:20:46,2016-12-31,158.489,480.916,75.808,0.067481043695933,437.42964,918.34564,0.08254844004050589,28
2017-04-10,TGMA3,TEGMA,20800,2017-03-21 19:08:44,2016-12-31,66.002915,98.719,56.676,0.0725768091253218,765.633814,864.3528140000001,0.06557044656072583,29
2017-04-10,JBSS3,JBS,20575,2017-04-07 20:38:22,2016-12-31,2856.857505,46904.792,6747.689,0.0580937646898421,28454.3007498,75359.09274980001,0.08954047552566784,30
2018-04-10,BRKM5,BRASKEM,4820,2018-03-29 05:11:07,2017-12-31,797.257604,17569.797,9359.062,0.3599758803177028,38204.584383680005,55774.38138368,0.1678021659373981,1
2018-04-10,SHOW3,TIME FOR FUN,22454,2018-03-29 18:45:27,2017-12-31,67.535,-179.079,68.12,0.2392223008529363,679.4021,500.3231,0.1361520185656029,2
2018-04-10,SEER3,SER EDUCA,23221,2018-03-23 00:06:17,2017-12-31,138.812,-596.8530000000001,256.035,0.1878414415215566,2562.4695200000006,1965.6165200000005,0.13025684175670235,3
2018-04-10,VULC3,VULCABRAS,11762,2018-03-08 15:45:12,2017-12-31,245.756,-7.443999999999988,240.693,0.2798612826335511,2189.6859600000003,2182.2419600000003,0.11029620198486147,4
2018-04-10,FESA4,FERBASA,3069,2018-03-05 18:35:51,2017-12-31,88.32,-447.629,246.014,0.1449527341354261,1645.4015999999997,1197.7725999999998,0.20539291014003833,5
2018-04-10,BEEF3,MINERVA,20931,2018-03-05 22:31:48,2017-12-31,229.860259,5799.666,989.541,0.1652615349578683,1956.11080409,7755.77680409,0.12758760663124893,6
2018-04-10,CAML3,CAMIL,24228,2017-09-28 21:02:41,2017-02-28,123.017292,1046.915,460.392,0.1253238570841726,900.48657744,1947.40157744,0.23641348827765588,7
2018-04-10,ODPV3,ODONTOPREV,20125,2018-02-28 18:09:07,2017-12-31,531.294792,-436.456,575.9,1.4112470853816108,7698.461536080001,7262.005536080001,0.07930316179721178,8
2018-04-10,CCRO3,CCR SA,18821,2018-02-27 14:58:11,2017-12-31,2020.0,12070.244,3897.029,0.1468916072941195,24482.399999999998,36552.644,0.10661414807640181,9
2018-04-10,PTBL3,PORTOBELLO,13773,2018-02-23 20:11:02,2017-12-31,158.489,419.1819999999999,149.006,0.136707503040834,841.57659,1260.75859,0.11818757467280078,10
2018-04-10,NATU3,NATURA,19550,2018-03-14 18:44:55,2017-12-31,431.239,5661.464,1358.641,0.290418194943884,13433.09485,19094.55885,0.07115330658712757,11
2018-04-10,SLCE3,SLC AGRICOLA,20745,2018-03-07 20:06:54,2017-12-31,98.8975,839.846,593.453,0.1130182809738502,3694.8106,4534.6566,0.13087054927158098,12
2018-04-10,CSAN3,COSAN,19836,2018-03-26 18:39:42,2017-12-31,407.904353,6524.666000000001,2866.649,0.1186978154573865,15908.269767,22432.935767000003,0.12778750983707568,13
2018-04-10,LEVE3,METAL LEVE,8575,2018-03-19 17:52:26,2017-12-31,128.3085,6.912000000000006,307.478,0.1391096210148359,3053.7423000000003,3060.6543,0.10046152549799564,14
2018-04-10,PRIO3,PETRORIO,22187,2018-03-16 00:18:21,2017-12-31,13.191932,-476.285,42.209,0.0944429791403222,690.99339816,214.70839815999994,0.1965875595073184,15
2018-04-10,GUAR3,GUARARAPES,4669,2018-02-26 23:40:06,2017-12-31,62.4,517.3620000000002,888.624,0.1392444323413404,8748.48,9265.842,0.09590321095481662,16
2018-04-10,VALE3,VALE,4170,2018-02-27 19:11:08,2017-12-31,5284.475,60074.727,34533.678,0.10582597411693,234313.62150000004,294388.3485,0.11730653803372247,17
2018-04-10,GRND3,GRENDENE,19615,2018-02-22 19:36:18,2017-12-31,300.72,-1443.969,465.59,0.1767342321227991,8128.461600000001,6684.492600000001,0.06965225752512612,18
2018-04-10,CVCB3,CVC BRASIL,23310,2018-02-08 09:46:42,2017-12-31,141.700212,579.274,488.972,0.3380252763620137,8161.9322112,8741.2062112,0.055938732960387795,19
2018-04-10,ALSC3,ALIANSCE,21300,2018-03-12 19:07:07,2017-12-31,202.735921,-509.779,316.792,0.104640402140626,3487.0578411999995,2977.2788411999995,0.10640320134486167,20
2018-04-10,TGMA3,TEGMA,20800,2018-03-20 18:21:01,2017-12-31,66.002915,74.142,108.709,0.1514321353493908,1522.68724905,1596.82924905,0.06807803656193931,21
2018-04-10,MGLU3,MAGAZ LUIZA,22470,2018-02-22 19:44:49,2017-12-31,190.591464,-800.7620000000002,887.694,0.5567928518004974,18075.69444576,17274.93244576,0.051386250151031855,22
2018-04-10,TEND3,TENDA,21148,2018-03-08 18:33:26,2017-12-31,54.035,-227.558,123.487,0.0825641025641025,1393.5626499999998,1166.0046499999999,0.10590609565750875,23
2018-04-10,EZTC3,EZTEC,20770,2018-03-16 00:13:46,2017-12-31,165.001783,-325.862,316.712,0.0793576669603872,3489.7877104499994,3163.9257104499993,0.10010095968876419,24
2018-04-10,FLRY3,FLEURY,21881,2018-03-05 13:57:06,2017-12-31,315.312192,383.0940000000001,476.872,0.1605026987112277,8220.18884544,8603.28284544,0.05542907382764436,25
2018-04-10,MOVI3,MOVIDA,23825,2018-03-21 15:47:37,2017-12-31,213.491586,1077.431,252.108,0.1015546983716217,1678.0438659600002,2755.47486596,0.09149348561093344,26
2018-04-10,MRFG3,MARFRIG,20788,2018-03-27 19:54:11,2017-12-31,621.279822,8056.626999999999,1112.353,0.1047135796052464,5311.9424781,13368.569478099998,0.08320658405689736,27
2018-04-10,PARD3,IHPARDINI,24090,2018-03-22 19:52:55,2017-12-31,130.909,119.51899999999998,192.159,0.2719400219996526,3651.05201,3770.5710099999997,0.05096283811931181,28
2018-04-10,SGPS3,SPRINGS,20966,2018-03-22 19:43:11,2017-12-31,50.0,885.031,180.895,0.0612728187178921,529.5,1414.531,0.12788337618617054,29
2018-04-10,JSLG3,JSL,22020,2018-03-29 17:13:12,2017-12-31,202.5,5835.7210000000005,704.47,0.079088806170336,1275.75,7111.4710000000005,0.09906108033063764,30
2019-04-10,SMLS3,SMILES,24252,2019-02-14 19:48:00,2018-12-31,124.007953,-675.31,741.969,2.397127262759072,5917.65951716,5242.349517160001,0.1415336763737866,1
2019-04-10,FESA4,FERBASA,3069,2019-03-11 14:23:14,2018-12-31,88.32,104.57000000000004,375.574,0.2306001977805045,1838.8223999999998,1943.3923999999997,0.19325690478155624,2
2019-04-10,BRKM5,BRASKEM,4820,2019-03-13 19:01:57,2018-12-31,797.218554,17259.683,8303.943,0.2356220010131492,38282.434963080006,55542.11796308,0.1495071362874531,3
2019-04-10,PTBL3,PORTOBELLO,13773,2019-02-18 21:11:26,2018-12-31,158.489,513.0129999999999,244.404,0.2290500140576676,767.08676,1280.09976,0.1909257447247705,4
2019-04-10,TEND3,TENDA,21148,2019-03-12 18:04:15,2018-12-31,52.081,-313.0680000000001,219.36,0.1546470180445875,878.0856600000001,565.01766,0.3882356526696883,5
2019-04-10,LEVE3,METAL LEVE,8575,2019-03-18 17:37:44,2018-12-31,128.3085,194.03,376.895,0.1832914558053306,3035.7791100000004,3229.8091100000006,0.11669265494145563,6
2019-04-10,FRAS3,FRAS-LE,6211,2019-03-19 04:02:54,2018-12-31,217.566,141.16899999999998,139.774,0.1760408067461657,1096.5326400000001,1237.7016400000002,0.11293028584821135,7
2019-04-10,VALE3,VALE,4170,2019-03-27 19:17:38,2018-12-31,5284.475,37515.407,43175.744,0.1368812591546516,275955.2845,313470.6915,0.13773454798404972,8
2019-04-10,SEER3,SER EDUCA,23221,2019-03-28 00:05:43,2018-12-31,132.95186,-614.6800000000001,235.685,0.1706481470307842,2762.7396508,2148.0596508,0.10971995117185133,9
2019-04-10,LCAM3,LOCAMERICA,22691,2019-02-26 01:15:14,2018-12-31,116.863827,1929.653,546.51,0.2416434589842035,4325.13023727,6254.78323727,0.08737473054918095,10
2019-04-10,SLCE3,SLC AGRICOLA,20745,2019-03-13 21:18:05,2018-12-31,95.2975,962.335,657.757,0.1225747323369492,4045.3788750000003,5007.713875,0.13134875841922974,11
2019-04-10,AMAR3,LOJAS MARISA,22055,2019-03-14 19:41:59,2018-12-31,204.086,619.596,279.999,0.1226817611799797,1530.645,2150.241,0.1302174965503867,12
2019-04-10,TGMA3,TEGMA,20800,2019-03-19 17:24:11,2018-12-31,66.002915,76.65800000000002,153.416,0.1936226163978062,1772.8382969,1849.4962968999998,0.08295015256702351,13
2019-04-10,CVCB3,CVC BRASIL,23310,2019-02-26 09:49:45,2018-12-31,146.511872,1067.326,544.605,0.261608461387858,7535.105576960001,8602.43157696,0.06330826291703644,14
2019-04-10,SHOW3,TIME FOR FUN,22454,2019-03-01 12:26:53,2018-12-31,67.501,-85.192,32.17,0.1437463610144476,420.53123000000005,335.33923000000004,0.09593270671015734,15
2019-04-10,VULC3,VULCABRAS,11762,2019-03-11 18:17:56,2018-12-31,245.756,-8.620000000000005,159.78,0.1356979343197847,1597.414,1588.7939999999999,0.1005668450409556,16
2019-04-10,CAML3,CAMIL,24228,2018-05-28 19:30:19,2018-02-28,410.051876,602.9179999999999,399.574,0.109534257226377,2858.06157572,3460.97957572,0.11545112915521184,17
2019-04-10,SUZB3,SUZANO S.A.,13986,2019-02-21 19:48:22,2018-12-31,1105.826,10251.490999999998,5005.759,0.1565406145025233,47860.149280000005,58111.64028000001,0.08614038385219712,18
2019-04-10,SGPS3,SPRINGS,20966,2019-04-05 21:57:54,2018-12-31,50.0,932.114,261.395,0.0847960077422982,474.5,1406.614,0.18583278710435128,19
2019-04-10,MYPK3,IOCHP-MAXION,11932,2019-03-11 17:40:35,2018-12-31,150.575,2326.802,701.493,0.0939032704925513,3095.8219999999997,5422.624,0.1293641233469258,20
2019-04-10,BRML3,BR MALLS PAR,19909,2019-03-29 19:01:27,2018-12-31,871.866,1848.134,1641.458,0.0895426051755179,10671.63984,12519.77384,0.1311092373534441,21
2019-04-10,GRND3,GRENDENE,19615,2019-02-14 18:04:02,2018-12-31,902.16,-1412.549,456.963,0.1700432895063259,7388.6903999999995,5976.1413999999995,0.07646455621013253,22
2019-04-10,CSAN3,COSAN,19836,2019-02-14 21:41:16,2018-12-31,407.904353,7260.190999999999,2753.067,0.1080151987307521,18755.442150939998,26015.633150939997,0.10582356324087873,23
2019-04-10,RAPT4,RANDON PART,14109,2019-03-20 07:42:57,2018-12-31,345.776,1110.864,437.49,0.1172124120125678,3288.32976,4399.19376,0.09944776790190755,24
2019-04-10,FLRY3,FLEURY,21881,2019-02-27 18:06:01,2018-12-31,316.113442,450.294,503.247,0.1589488529504379,7159.9694613,7610.2634613,0.06612740840828057,25
2019-04-10,GOAU4,GERDAU MET,8656,2019-02-21 08:41:01,2018-12-31,985.679647,12204.878,4022.706,0.0714039275111025,7215.175016040001,19420.05301604,0.20714186499271883,26
2019-04-10,KLBN4,KLABIN S/A,12653,2019-02-07 07:22:13,2018-12-31,5409.80184,12398.468,2983.605,0.1063733151641854,16067.111464800002,28465.5794648,0.10481448317921895,27
2019-04-10,ODPV3,ODONTOPREV,20125,2019-02-26 18:08:27,2018-12-31,531.294792,-481.536,381.565,0.5137842673614156,8883.24892224,8401.71292224,0.04541514373693574,28
2019-04-10,PARD3,IHPARDINI,24090,2019-03-15 22:25:32,2018-12-31,130.979,98.498,170.949,0.1716995350889874,2846.17367,2944.67167,0.05805367088684627,29
2019-04-10,TUPY3,TUPY,6343,2019-03-14 17:53:35,2018-12-31,144.178,693.19,369.883,0.089147018235638,2562.04306,3255.23306,0.11362719448419462,30
2020-04-09,SMLS3,SMILES,24252,2020-02-18 21:31:21,2019-12-31,124.158953,-1173.915,765.843,1.4913737165112706,1804.02958709,630.11458709,1.2154027468826296,1
2020-04-09,CEAB3,CEA MODAS,24848,2020-03-23 18:21:14,2019-12-31,308.245068,1140.571,1033.084,1.0163284397680064,2758.7933586,3899.3643586,0.2649365140042751,2
2020-04-09,PRIO3,PETRORIO,22187,2020-02-22 00:56:46,2019-12-31,143.18589,1511.9630000000002,924.337,1.249088708983919,3800.1535206,5312.1165206000005,0.174005407527393,3
2020-04-09,TGMA3,TEGMA,20800,2020-03-31 20:26:15,2019-12-31,66.002915,150.747,242.601,0.2853976792684882,1185.4123534,1336.1593534,0.18156591830358845,4
2020-04-09,MRFG3,MARFRIG,20788,2020-02-19 19:37:09,2019-12-31,711.369913,13830.0,3412.353,0.1867687306692567,6395.21551787,20225.21551787,0.16871775714750795,5
2020-04-09,JHSF3,JHSF PART,20605,2020-02-13 20:12:49,2019-12-31,638.059981,669.2429999999999,610.973,0.125061308366694,2386.34432894,3055.58732894,0.19995272077919954,6
2020-04-09,TEND3,TENDA,21148,2020-03-19 18:25:13,2019-12-31,104.344,-200.016,290.731,0.215427380078275,2410.3464,2210.3304,0.1315328242329744,7
2020-04-09,TIMP3,TIM PART S/A,17639,2020-02-11 21:27:45,2019-12-31,2421.032479,-910.2009999999996,4514.857,0.1520504250469307,32320.783594649998,31410.582594649997,0.14373681183388787,8
2020-04-09,SEER3,SER EDUCA,23221,2020-03-27 00:09:27,2019-12-31,128.72156,-124.28500000000004,260.27,0.2007075898829602,2095.5869968,1971.3019968,0.13202949138310333,9
2020-04-09,LEVE3,METAL LEVE,8575,2020-03-30 18:43:09,2019-12-31,128.3085,250.297,345.441,0.1473790135690972,2185.0937550000003,2435.3907550000004,0.14184212504329718,10
2020-04-09,TRIS3,TRISUL,21130,2020-03-10 19:11:53,2019-12-31,186.618,-182.751,170.383,0.1445311881468076,1373.50848,1190.75748,0.14308791073057128,11
2020-04-09,BRML3,BR MALLS PAR,19909,2020-03-12 21:19:02,2019-12-31,872.728,1938.394,1968.032,0.1016832656293557,8386.916079999999,10325.31008,0.19060270197715942,12
2020-04-09,RAPT4,RANDON PART,14109,2020-03-05 08:15:00,2019-12-31,345.776,880.5149999999996,530.958,0.1115905183545353,2295.95264,3176.46764,0.16715359958774836,13
2020-04-09,YDUQ3,YDUQS PART,21016,2020-03-23 17:15:29,2019-12-31,309.089,1042.54,900.018,0.2292970449065806,8431.94792,9474.48792,0.09499384110249623,14
2020-04-09,JBSS3,JBS,20575,2020-03-25 21:19:32,2019-12-31,2728.747412,42994.076,13482.879,0.1183905208930056,52473.81273276,95467.88873276001,0.14122946656694338,15
2020-04-09,CSAN3,COSAN,19836,2020-02-14 22:18:08,2019-12-31,394.21,7338.309000000001,3599.856,0.1306639512115606,20952.261499999997,28290.570499999998,0.1272457902536819,16
2020-04-09,PARD3,IHPARDINI,24090,2020-03-31 17:36:52,2019-12-31,130.979,101.745,235.098,0.2199934497352246,2540.9926,2642.7376,0.08896002387826926,17
